ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000
2731,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,24,253,红花木莲,Manglietia insignis (Wall.) Blume,35.8,28.5,常绿中高位芽植物,ALF200306_0,
2732,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,24,254,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.3,3.5,常绿小高位芽植物,ALF200306_0,
2733,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,24,255,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.7,3.9,常绿小高位芽植物,ALF200306_0,
2734,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,24,256,多花含笑,Michelia floribunda Finet et Gagnep.,46.8,26.7,常绿中高位芽植物,ALF200306_0,
2735,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,24,257,鸭公树,Neolitsea chuii Merr.,54.5,28.8,常绿中高位芽植物,ALF200306_0,
2736,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,24,24（2）,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2,3.2,常绿小高位芽植物,ALF200306_0,
2737,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,24,24（3）,长柱十大功劳,Mahonia duclouxiana Gagnep.,2.1,2.7,常绿矮高位芽植物,ALF200306_0,
2738,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,258,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.7,2.6,常绿小高位芽植物,ALF200306_0,
2739,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,259,薄叶山矾,Symplocos anomala Brand,3.6,5.3,常绿中高位芽植物,ALF200306_0,
2740,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,260,南洋木荷,Schima noronhae Reinw. ex Blume,100.3,30,常绿中高位芽植物,ALF200306_0,
2741,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,261,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.2,4.7,常绿中高位芽植物,ALF200306_0,
2742,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,262,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,75.3,28.5,常绿中高位芽植物,ALF200306_0,
2743,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,263,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,20.7,3,常绿中高位芽植物,ALF200306_0,
2744,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,264,鸭公树,Neolitsea chuii Merr.,32,28,常绿中高位芽植物,ALF200306_0,
2745,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,265,红花木莲,Manglietia insignis (Wall.) Blume,40.6,26.7,常绿中高位芽植物,ALF200306_0,
2746,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,25,25（1）,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.1,3.3,常绿小高位芽植物,ALF200306_0,
2747,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,26,266,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.8,3.6,常绿小高位芽植物,ALF200306_0,
2748,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,26,267,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.2,4.4,常绿小高位芽植物,ALF200306_0,
2749,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,26,268,多花山矾,Symplocos ramosissima Wall.ex G.Don,5.9,5.4,常绿中高位芽植物,ALF200306_0,
2750,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,26,269,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.4,5.3,常绿中高位芽植物,ALF200306_0,
2751,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,26,270,薄叶山矾,Symplocos anomala Brand,11.2,8.6,常绿中高位芽植物,ALF200306_0,
2752,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,26,271,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,49.8,22.5,常绿中高位芽植物,ALF200306_0,
2753,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,26,26（1）,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.2,3.1,常绿小高位芽植物,ALF200306_0,
2754,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,272,南洋木荷,Schima noronhae Reinw. ex Blume,39.2,25.2,常绿中高位芽植物,ALF200306_0,
2755,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,273,黄心树,Machilus bombycina King ex Hook.f.,27.3,17.3,常绿中高位芽植物,ALF200306_0,
2756,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,274,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,9,11.7,常绿中高位芽植物,ALF200306_0,
2757,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,275,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,27.6,17.8,常绿中高位芽植物,ALF200306_0,
2758,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,276,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,48.9,25.9,常绿中高位芽植物,ALF200306_0,
2759,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,277,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,4.1,5.5,常绿中高位芽植物,ALF200306_0,
2760,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,278,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,9.4,9.2,常绿中高位芽植物,ALF200306_0,
2761,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,27,27（1）,多果新木姜子,Neolitsea polycarpa H.Liou,2.1,3.9,常绿中高位芽植物,ALF200306_0,
2762,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,279,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,7.8,7.9,常绿小高位芽植物,ALF200306_0,
2763,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,280,山青木,Meliosma kirkii Hemsl. et E. H. Wilson,48.3,24.6,落叶中高位芽植物,ALF200306_0,
2764,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,281,南洋木荷,Schima noronhae Reinw. ex Blume,18.8,26,常绿中高位芽植物,ALF200306_0,
2765,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,282,薄叶山矾,Symplocos anomala Brand,15.9,15.4,常绿中高位芽植物,ALF200306_0,
2766,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,283,多果新木姜子,Neolitsea polycarpa H.Liou,67.5,29.2,常绿中高位芽植物,ALF200306_0,
2767,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,284,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,7.3,5.2,常绿小高位芽植物,ALF200306_0,
2768,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,285,南洋木荷,Schima noronhae Reinw. ex Blume,22.8,24.4,常绿中高位芽植物,ALF200306_0,
2769,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,28,286,斜基叶柃,Eurya obliquifolia Hemsl.,7.6,5.8,常绿小高位芽植物,ALF200306_0,
2770,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,29,288,栎叶枇杷,Eriobotrya prinoides Rehder et E. H. Wilson,3.2,3.1,常绿中高位芽植物,ALF200306_0,
2771,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,29,289,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.7,5.6,常绿中高位芽植物,ALF200306_0,
2772,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,29,290,尖叶桂樱,Laurocerasus undulata (Buch.-Ham. ex D. Don) M. Ro,5.9,6.4,常绿中高位芽植物,ALF200306_0,
2773,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,29,291,尖叶桂樱,Laurocerasus undulata (Buch.-Ham. ex D. Don) M. Ro,6,8.3,常绿中高位芽植物,ALF200306_0,
2774,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,29,292,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,5.9,5.9,常绿中高位芽植物,ALF200306_0,
2775,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,29,293,黄心树,Machilus bombycina King ex Hook.f.,27.6,22.1,常绿中高位芽植物,ALF200306_0,
2776,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,29,294,南洋木荷,Schima noronhae Reinw. ex Blume,79.6,31,常绿中高位芽植物,ALF200306_0,
2777,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,295,栎叶枇杷,Eriobotrya prinoides Rehder et E. H. Wilson,48.6,25.9,常绿中高位芽植物,ALF200306_0,
2778,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,296,薄叶山矾,Symplocos anomala Brand,12.8,14.6,常绿中高位芽植物,ALF200306_0,
2779,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,297,红花木莲,Manglietia insignis (Wall.) Blume,12.6,13.2,常绿中高位芽植物,ALF200306_0,
2780,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,298,滇润楠,Machilus yunnanensis Lecomte,9.5,6.4,常绿中高位芽植物,ALF200306_0,
2781,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,299,红花木莲,Manglietia insignis (Wall.) Blume,28.1,27,常绿中高位芽植物,ALF200306_0,
2782,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,300,薄叶山矾,Symplocos anomala Brand,9.2,10.9,常绿中高位芽植物,ALF200306_0,
2783,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,301,栎叶枇杷,Eriobotrya prinoides Rehder et E. H. Wilson,7.4,4.5,常绿中高位芽植物,ALF200306_0,
2784,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,302,栎叶枇杷,Eriobotrya prinoides Rehder et E. H. Wilson,2.2,4.5,常绿中高位芽植物,ALF200306_0,
2785,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,303,薄叶山矾,Symplocos anomala Brand,9.4,11.8,常绿中高位芽植物,ALF200306_0,
2786,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,304,红花木莲,Manglietia insignis (Wall.) Blume,13.8,13.6,常绿中高位芽植物,ALF200306_0,
2787,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,305,薄叶山矾,Symplocos anomala Brand,8.6,10.5,常绿中高位芽植物,ALF200306_0,
2788,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,306,栎叶枇杷,Eriobotrya prinoides Rehder et E. H. Wilson,9.4,11.8,常绿中高位芽植物,ALF200306_0,
2789,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,30,30（1）,多花山矾,Symplocos ramosissima Wall.ex G.Don,2.5,3.1,常绿中高位芽植物,ALF200306_0,
2790,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,307,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,3.6,4.6,常绿中高位芽植物,ALF200306_0,
2791,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,308,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,5.7,8.1,常绿中高位芽植物,ALF200306_0,
2792,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,309,南洋木荷,Schima noronhae Reinw. ex Blume,14.5,15.2,常绿中高位芽植物,ALF200306_0,
2793,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,310,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,5.8,4.6,常绿中高位芽植物,ALF200306_0,
2794,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,311,中缅八角,Illicium burmanicum Wilson,7.7,8.6,常绿中高位芽植物,ALF200306_0,
2795,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,313,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,10.1,8.7,常绿小高位芽植物,ALF200306_0,
2796,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,314,滇润楠,Machilus yunnanensis Lecomte,2.8,5,常绿中高位芽植物,ALF200306_0,
2797,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,315,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,8.1,6.2,常绿小高位芽植物,ALF200306_0,
2798,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,316,尖叶桂樱,Laurocerasus undulata (Buch.-Ham. ex D. Don) M. Ro,3.8,5.8,常绿中高位芽植物,ALF200306_0,
2799,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,317,黄心树,Machilus bombycina King ex Hook.f.,36.6,28.5,常绿中高位芽植物,ALF200306_0,
2800,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,319,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.2,3.4,常绿小高位芽植物,ALF200306_0,
2801,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,320,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.5,4.9,常绿小高位芽植物,ALF200306_0,
2802,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,322,黄心树,Machilus bombycina King ex Hook.f.,2.5,2.4,常绿中高位芽植物,ALF200306_0,
2803,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,323,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,4.3,5.5,常绿小高位芽植物,ALF200306_0,
2804,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,324,中缅八角,Illicium burmanicum Wilson,2.2,2.4,常绿中高位芽植物,ALF200306_0,
2805,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,326,红花木莲,Manglietia insignis (Wall.) Blume,29.6,17.5,常绿中高位芽植物,ALF200306_0,
2806,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,31,31（1）,长柱十大功劳,Mahonia duclouxiana Gagnep.,2,2.7,常绿矮高位芽植物,ALF200306_0,
2807,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,327,鸭公树,Neolitsea chuii Merr.,27.4,28.4,常绿中高位芽植物,ALF200306_0,
2808,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,328,中缅八角,Illicium burmanicum Wilson,25.2,18.3,常绿中高位芽植物,ALF200306_0,
2809,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,329,长柱十大功劳,Mahonia duclouxiana Gagnep.,2.7,3.6,常绿矮高位芽植物,ALF200306_0,
2810,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,330,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,5.1,4.9,常绿中高位芽植物,ALF200306_0,
2811,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,331,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.7,3.7,常绿小高位芽植物,ALF200306_0,
2812,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,332,尖叶桂樱,Laurocerasus undulata (Buch.-Ham. ex D. Don) M. Ro,25.8,13.8,常绿中高位芽植物,ALF200306_0,
2813,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,333,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.7,5,常绿中高位芽植物,ALF200306_0,
2814,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,334,黄心树,Machilus bombycina King ex Hook.f.,54,28.5,常绿中高位芽植物,ALF200306_0,
2815,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,335,多花山矾,Symplocos ramosissima Wall.ex G.Don,5.2,5.4,常绿中高位芽植物,ALF200306_0,
2816,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,32,32（1）,长柱十大功劳,Mahonia duclouxiana Gagnep.,2.1,3.3,常绿矮高位芽植物,ALF200306_0,
2817,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,33,336,多花山矾,Symplocos ramosissima Wall.ex G.Don,5.5,6.4,常绿中高位芽植物,ALF200306_0,
2818,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,33,337,南洋木荷,Schima noronhae Reinw. ex Blume,26.1,26.8,常绿中高位芽植物,ALF200306_0,
2819,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,33,338,多花山矾,Symplocos ramosissima Wall.ex G.Don,7.4,6.3,常绿中高位芽植物,ALF200306_0,
2820,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,33,339,南洋木荷,Schima noronhae Reinw. ex Blume,51.3,29.3,常绿中高位芽植物,ALF200306_0,
2821,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,33,340,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,7.9,5.8,常绿中高位芽植物,ALF200306_0,
2822,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,33,341,翅柄紫茎,Stewartia pteropetiolata W. C. Cheng,4,5.5,常绿中高位芽植物,ALF200306_0,
2823,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,342,长柱十大功劳,Mahonia duclouxiana Gagnep.,3.2,3.5,常绿矮高位芽植物,ALF200306_0,
2824,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,343,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,6.4,4.7,常绿中高位芽植物,ALF200306_0,
2825,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,344,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.2,2.5,常绿小高位芽植物,ALF200306_0,
2826,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,345,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,7.5,4.5,常绿中高位芽植物,ALF200306_0,
2827,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,346,变色锥,Castanopsis wattii (King ex Hook. f.) A. Camus,69,29.4,常绿中高位芽植物,ALF200306_0,
2828,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,347,长柱十大功劳,Mahonia duclouxiana Gagnep.,2.5,2.1,常绿矮高位芽植物,ALF200306_0,
2829,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,348,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,9.1,4.8,常绿小高位芽植物,ALF200306_0,
2830,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,34,34（1）,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.1,3.1,常绿小高位芽植物,ALF200306_0,
2831,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,349,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,7.6,5.6,常绿小高位芽植物,ALF200306_0,
2832,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,350,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,3.6,4.3,常绿小高位芽植物,ALF200306_0,
2833,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,351,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.9,4.3,常绿小高位芽植物,ALF200306_0,
2834,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,352,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.5,5.6,常绿小高位芽植物,ALF200306_0,
2835,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,353,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,4.9,5.5,常绿小高位芽植物,ALF200306_0,
2836,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,354,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,2.8,3.6,常绿小高位芽植物,ALF200306_0,
2837,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,355,粗梗稠李,Padus napaulensis (Ser.) C. K. Schneid.,58.8,29.8,落叶中高位芽植物,ALF200306_0,
2838,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,356,粗梗稠李,Padus napaulensis (Ser.) C. K. Schneid.,6.7,9.2,落叶中高位芽植物,ALF200306_0,
2839,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,357,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.7,4.4,常绿小高位芽植物,ALF200306_0,
2840,ALF,2010,11,11,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,35,358,云南连蕊茶,Camellia forrestii (Diels) Cohen-Stuart,5.4,2.7,常绿小高位芽植物,ALF200306_0,
