ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000,QC0000
2125,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,889,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.9,4.1,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2126,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,890,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,3.9,3.1,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2127,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,891,丛花山矾,Symplocos poilanei Guill.,2.9,5.9,常绿矮高位芽植物,ALF200306_0,倒伏,树号对应的样方号一致性检查
2128,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,893,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,8.8,6.9,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2129,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,894,滇润楠,Machilus yunnanensis Lecomte,21.7,21.5,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2130,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,895,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,9,8.6,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2131,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,896,小花山茶,Camellia forrestii (Diels )Coh.,3.1,3.3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2132,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,897,小花山茶,Camellia forrestii (Diels )Coh.,4.1,3.8,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2133,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,898,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,8.2,6.8,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2134,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,76,899,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,2.2,2.8,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2135,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,900,小花山茶,Camellia forrestii (Diels )Coh.,3.3,4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2136,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,901,波叶稠李,Prunus undulata Buch.-Ham.,11.8,10.6,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2137,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,902,小花山茶,Camellia forrestii (Diels )Coh.,2.3,3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2138,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,903,红花木莲,Manglietia insignis (Wall.)Bl.,8.2,9.8,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2139,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,904,多花含笑,Michelia floribunda Finet et Gagnep.,14.9,12.4,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2140,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,905,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,35.1,21,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
2141,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,906,黄心树,Machilus bombycina King ex Hook.f.,83.9,30,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
2142,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,907,小花山茶,Camellia forrestii (Diels )Coh.,2.3,3.2,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2143,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,908,舟柄茶,Hartia sinensis Dunn,7.5,9.4,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2144,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,909,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3,2.9,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2145,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,910,大花八角,Illicium macranthum A.C.Smith,23.3,20,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2146,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,911,鸭公树,Neolitsea chuii Merr.,35.9,29,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
2147,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,912,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.5,4.9,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2148,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,77,913,薄叶山矾,Symplocos anomala Brand,12.4,11.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2149,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,914,小花山茶,Camellia forrestii (Diels )Coh.,2.9,3.8,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2150,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,915,黄心树,Machilus bombycina King ex Hook.f.,16.2,23,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2151,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,916,多花含笑,Michelia floribunda Finet et Gagnep.,9.8,11,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2152,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,917,小花山茶,Camellia forrestii (Diels )Coh.,11.8,6.9,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2153,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,918,小花山茶,Camellia forrestii (Diels )Coh.,6.5,3.9,常绿小高位芽植物,ALF200306_0,,树高时间一致性检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2154,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,919,小花山茶,Camellia forrestii (Diels )Coh.,6.7,5.5,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2155,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,920,小花山茶,Camellia forrestii (Diels )Coh.,3.7,4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2156,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,921,小花山茶,Camellia forrestii (Diels )Coh.,3.8,1.7,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2157,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,922,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,134.1,29,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
2158,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,923,舟柄茶,Hartia sinensis Dunn,6.4,4.6,常绿中高位芽植物,ALF200306_0,枯顶,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2159,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,924,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.2,2.1,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2160,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,925,舟柄茶,Hartia sinensis Dunn,10.9,11.6,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2161,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,926,腾冲栲,Castanopsis wattii (King ex Hook. f.) A. Camus,2.2,3.6,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2162,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,927,红花木莲,Manglietia insignis (Wall.)Bl.,21.6,17,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2163,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,928,薄叶山矾,Symplocos anomala Brand,4.3,5.9,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2164,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,929,薄叶山矾,Symplocos anomala Brand,8.5,10.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2165,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,930,舟柄茶,Hartia sinensis Dunn,7.7,10.5,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2166,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,931,云南越桔,Vaccinium duclouxii (Lévl.)Hand.-Mazz.,4.4,5.3,常绿小高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2167,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,78,78（1）,薄叶山矾,Symplocos anomala Brand,2,3.5,常绿中高位芽植物,ALF200306_0,,
2168,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,932,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,4.3,4.2,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2169,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,933,黄心树,Machilus bombycina King ex Hook.f.,26.9,25,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2170,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,934,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,6.1,6.3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2171,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,935,薄叶山矾,Symplocos anomala Brand,2.7,3.3,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2172,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,936,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,2.4,2.4,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2173,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,937,腾冲栲,Castanopsis wattii (King ex Hook. f.) A. Camus,3.4,4.5,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2174,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,938,薄叶山矾,Symplocos anomala Brand,2.3,4.6,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2175,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,939,红花木莲,Manglietia insignis (Wall.)Bl.,19.8,19,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2176,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,940,南洋木荷,Schima noronhae Reinw. ex Blume,13.5,17,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2177,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,941,舟柄茶,Hartia sinensis Dunn,3.8,4.5,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2178,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,942,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.7,5.6,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2179,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,944,小花山茶,Camellia forrestii (Diels )Coh.,7,5.1,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2180,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,945,薄叶山矾,Symplocos anomala Brand,4.6,7.2,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2181,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,946,薄叶山矾,Symplocos anomala Brand,7.7,8.7,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2182,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,947,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.4,3.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2183,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,948,南洋木荷,Schima noronhae Reinw. ex Blume,20.5,17,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树高时间一致性检查;树号对应的样方号一致性检查
2184,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,79,949,南洋木荷,Schima noronhae Reinw. ex Blume,10.3,7.5,常绿中高位芽植物,ALF200306_0,枯顶,树高时间一致性检查;树号对应的样方号一致性检查
2185,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,950,南洋木荷,Schima noronhae Reinw. ex Blume,53.5,26,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树高时间一致性检查;树号对应的样方号一致性检查
2186,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,951,红花木莲,Manglietia insignis (Wall.)Bl.,4.4,5.9,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2187,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,952,滇润楠,Machilus yunnanensis Lecomte,11.6,5.3,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2188,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,953,薄叶山矾,Symplocos anomala Brand,8.2,8.5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2189,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,954,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,74.7,30,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
2190,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,955,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,89.5,30,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
2191,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,956,舟柄茶,Hartia sinensis Dunn,4.8,6,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2192,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,957,丛花山矾,Symplocos poilanei Guill.,2.6,4,常绿矮高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2193,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,958,小花山茶,Camellia forrestii (Diels )Coh.,7.8,6.3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2194,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,959,小花山茶,Camellia forrestii (Diels )Coh.,2.8,4.3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2195,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,960,小花山茶,Camellia forrestii (Diels )Coh.,2.6,4.3,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2196,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,961,小花山茶,Camellia forrestii (Diels )Coh.,3.6,2,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2197,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,962,小花山茶,Camellia forrestii (Diels )Coh.,3.8,3.8,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2198,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,963,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,4.5,5,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2199,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,964,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.8,5.3,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2200,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,965,小花山茶,Camellia forrestii (Diels )Coh.,4.4,2.7,常绿小高位芽植物,ALF200306_0,,树高时间一致性检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2201,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,966,小花山茶,Camellia forrestii (Diels )Coh.,3,3.7,常绿小高位芽植物,ALF200306_0,,胸径时间一致性检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2202,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,967,小花山茶,Camellia forrestii (Diels )Coh.,5.2,4.2,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2203,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,968,小花山茶,Camellia forrestii (Diels )Coh.,4.2,3.5,常绿小高位芽植物,ALF200306_0,,树高时间一致性检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2204,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,969,小花山茶,Camellia forrestii (Diels )Coh.,5.9,6,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2205,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,970,多果新木姜子,Neolitsea polycarpa H.Liou,15.9,17.5,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2206,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,971,小花山茶,Camellia forrestii (Diels )Coh.,5,3.1,常绿小高位芽植物,ALF200306_0,,树高时间一致性检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2207,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,972,小花山茶,Camellia forrestii (Diels )Coh.,10.3,7.9,常绿小高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2208,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,973,南洋木荷,Schima noronhae Reinw. ex Blume,22.5,15,常绿中高位芽植物,ALF200306_0,枯顶,
2209,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,974,南洋木荷,Schima noronhae Reinw. ex Blume,44.3,26,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树高时间一致性检查;树号对应的样方号一致性检查
2210,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,975,波叶稠李,Prunus undulata Buch.-Ham.,16,12.3,常绿中高位芽植物,ALF200306_0,,胸径时间一致性检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2211,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,80,976,大花八角,Illicium macranthum A.C.Smith,2.1,3,常绿中高位芽植物,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2212,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,81,977,大花八角,Illicium macranthum A.C.Smith,30.6,25,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
2213,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,81,978,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,12.4,15,常绿中高位芽植物,ALF200306_0,,树号对应的样方号一致性检查
2214,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,81,979,南洋木荷,Schima noronhae Reinw. ex Blume,44.1,27,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
2215,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,81,980,南洋木荷,Schima noronhae Reinw. ex Blume,30.7,23,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树高时间一致性检查;树号对应的样方号一致性检查
2216,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,81,981,南洋木荷,Schima noronhae Reinw. ex Blume,33.2,25,常绿中高位芽植物,ALF200306_0,,树高阈值检查;树高时间一致性检查;树号对应的样方号一致性检查
2217,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,81,982,红花木莲,Manglietia insignis (Wall.)Bl.,23.2,24,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
2218,ALF,2005,11,15,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,81,983,红河冬青,Ilex manneiensis S.Y.Hu,29.2,27,常绿中高位芽植物,ALF200306_0,,树高阈值检查;胸径时间一致性检查;树号对应的样方号一致性检查
